Time Scale,FM01TS,FM02TS,FM03TS,FM04TS,FM05TS,PC01TS,PC02TS,PC03TS,PT01TS,PT02TS,PT03TS,PT04TS,PT05TS,PT06TS,ST01TS,TC01TS,TC02TS,TC03TS,TT01TS
08-29-2009 : 12:26:08.101 PM,12.369318,11.826585,28.595699,158.067368,6.385608,1.274305,0.584275,0.176884,299.418854,200.625168,-28.000000,29.532066,2287.789795,2877.181641,-240.994873,76.518303,75.328171,74.741943,0.000000
08-29-2009 : 12:26:08.105 PM,12.145712,11.787635,28.058035,154.138458,6.373083,1.457179,0.772377,0.233827,269.464478,246.530182,-28.000000,3626.015869,359.963043,156.548813,-238.678391,76.616608,75.544128,75.043587,0.000000
08-29-2009 : 12:26:08.109 PM,12.165719,11.802106,27.522682,158.385574,6.265185,1.287243,0.830647,0.125963,258.009735,281.784454,-28.000000,3752.848145,2363.013184,3568.762207,-240.324112,76.444168,75.300713,74.911148,0.000000
08-29-2009 : 12:26:08.113 PM,12.064920,11.937327,27.799885,156.016785,6.360590,1.226033,0.675199,0.306972,351.875641,219.756119,-28.000000,2628.649414,2884.848145,2497.295166,-241.591064,76.582909,75.407623,75.027710,0.000000
08-29-2009 : 12:26:08.117 PM,12.364618,11.698742,27.029247,148.453262,5.759789,1.294465,0.692910,0.309105,264.002472,260.019623,-28.000000,139.577499,1199.878296,913.611633,-239.053696,76.727158,75.535271,75.007668,0.000000
08-29-2009 : 12:26:08.121 PM,12.292135,11.713180,27.065601,151.577316,6.423982,1.068063,0.535737,0.264951,238.851105,266.993439,-28.000000,1268.400391,548.357178,774.424805,-240.487900,76.553520,75.364594,74.816765,0.000000
08-29-2009 : 12:26:08.125 PM,11.905059,12.073713,27.600513,154.303146,6.132384,1.250761,0.573662,0.311569,227.927963,290.770782,-28.000000,2177.277588,937.885742,3158.461914,-240.284531,76.565010,75.502480,75.048576,0.000000
08-29-2009 : 12:26:08.129 PM,11.943623,11.656951,27.405706,148.647095,6.003782,1.154974,0.690229,0.321914,289.162201,174.035721,-28.000000,278.332703,2703.296143,2179.071777,-239.094772,76.513435,75.415085,74.830696,0.000000
08-29-2009 : 12:26:08.133 PM,12.004818,11.829002,27.536245,145.979004,6.257288,1.286297,0.519945,0.157055,275.440948,174.842361,-28.000000,1945.608276,3366.113281,1207.128540,-239.088562,76.567032,75.299774,74.923180,0.000000
08-29-2009 : 12:26:08.137 PM,11.737089,11.891146,26.742294,152.489151,5.958934,1.108276,0.571833,0.121176,277.308105,278.564514,-28.000000,2251.253418,3531.211426,2035.866577,-237.886902,76.450195,75.512268,74.909111,0.000000
08-29-2009 : 12:26:08.141 PM,11.648166,11.849528,27.688944,145.404099,5.759202,1.092607,0.744728,0.019179,296.579559,245.751785,-28.000000,3397.803955,444.644745,3975.776123,-237.153549,76.546272,75.432747,74.883080,0.000000
08-29-2009 : 12:26:08.145 PM,12.060879,11.698724,27.092943,145.718277,5.809024,1.084432,0.749855,0.117169,256.314484,163.307816,-28.000000,2143.711182,1455.182373,1026.817017,-240.096100,76.522392,75.459976,74.894417,0.000000
08-29-2009 : 12:26:08.149 PM,12.172103,11.730249,27.282740,148.996307,5.798122,1.199816,0.572088,0.041776,279.289673,245.971558,-28.000000,406.753815,1515.379517,2758.002441,-239.957703,76.625946,75.485649,74.912308,0.000000
08-29-2009 : 12:26:08.153 PM,11.632582,11.784225,26.357967,146.110016,6.029794,1.360066,0.418195,0.163938,283.903381,233.619614,-28.000000,1663.330811,1952.256592,320.329987,-238.764786,76.544052,75.412895,74.813240,0.000000
08-29-2009 : 12:26:08.157 PM,11.469711,11.238770,27.134180,147.384277,5.893602,1.074745,0.678177,0.171775,260.021210,250.834641,-28.000000,1451.936890,1342.316528,904.752319,-240.796310,76.489235,75.472443,74.885147,0.000000
08-29-2009 : 12:26:08.161 PM,11.470784,11.576898,26.965996,150.362869,6.021287,0.818750,0.632832,0.069096,278.970703,189.342438,-28.000000,1159.645020,1417.666626,303.701019,-235.913116,76.466789,75.497124,74.893913,0.000000
08-29-2009 : 12:26:08.165 PM,11.357018,11.636948,25.772789,147.318863,5.802678,0.906820,0.754037,0.112564,214.506760,194.834274,-28.000000,3909.563721,1489.125854,1729.786499,-237.303665,76.528374,75.496376,74.855728,0.000000
08-29-2009 : 12:26:08.169 PM,11.578656,11.270821,26.167196,140.932632,5.857354,1.123567,0.668282,0.091836,294.213257,282.374878,-28.000000,1574.630493,1741.539673,504.073273,-238.639130,76.607117,75.477776,74.941452,0.000000
08-29-2009 : 12:26:08.173 PM,11.329256,11.521951,26.093987,145.517899,5.567044,1.068563,0.439670,0.085336,220.651657,205.784027,-28.000000,3243.012207,1187.945312,1296.924561,-239.347534,76.554085,75.412460,74.929718,0.000000
08-29-2009 : 12:26:08.177 PM,11.317412,11.595453,26.833479,144.038147,5.439561,1.053580,0.548014,0.040060,204.347290,195.454330,-28.000000,632.112305,1752.742920,602.065918,-236.431824,76.645348,75.493347,74.988182,0.000000
08-29-2009 : 12:26:08.181 PM,11.345473,11.011375,26.299252,142.212631,5.461123,1.042801,0.347773,0.061235,288.814911,209.406464,-28.000000,1384.663086,2956.894287,1987.594971,-238.955505,76.610085,75.517883,75.036964,0.000000
08-29-2009 : 12:26:08.185 PM,11.242247,11.237773,25.754244,142.745590,5.489098,0.832764,0.307431,0.018350,299.426605,185.635544,-28.000000,3096.288818,1486.169067,96.590164,-238.814224,76.538551,75.564400,74.932487,0.000000
08-29-2009 : 12:26:08.189 PM,11.350101,10.960004,26.130587,144.607605,6.003132,1.053301,0.265252,0.040328,217.095917,238.703735,-28.000000,241.209839,524.135437,2407.062256,-237.099335,76.397301,75.288223,74.797531,0.000000
08-29-2009 : 12:26:08.193 PM,11.125988,11.438308,25.538656,140.952209,5.539279,0.960406,0.407997,0.063127,240.828430,242.438431,-28.000000,3014.213623,854.374756,2604.541016,-236.690033,76.532021,75.509270,74.920181,0.000000
08-29-2009 : 12:26:08.197 PM,11.294828,11.575876,25.358624,141.503418,5.401355,0.926888,0.559510,0.020916,232.232849,227.369736,-28.000000,2617.869385,4043.771484,3196.354492,-238.025497,76.552948,75.458649,75.051613,0.000000
08-29-2009 : 12:26:08.201 PM,11.004866,11.222071,25.395267,146.531921,5.781921,0.899179,0.348807,0.018652,260.471619,194.249344,-28.000000,138.850922,1210.199951,1436.951904,-238.893387,76.530914,75.440514,75.037300,0.000000
08-29-2009 : 12:26:08.205 PM,10.922771,11.424171,25.462051,143.898911,5.796418,0.814314,0.400405,0.082186,248.698792,278.739594,-28.000000,282.095978,2781.853271,697.125061,-238.066803,76.325798,75.307144,74.959068,0.000000
08-29-2009 : 12:26:08.209 PM,10.778786,10.825828,25.513657,142.456940,5.394488,0.678273,0.388386,0.013458,172.122162,210.954605,-28.000000,1335.599365,211.346649,3144.951416,-239.452118,76.610977,75.398773,74.849876,0.000000
08-29-2009 : 12:26:08.213 PM,10.933115,10.716380,25.300936,138.436874,5.333268,0.900737,0.397633,0.018111,233.560852,206.772583,-28.000000,469.740875,1023.387085,3240.102539,-234.445480,76.534164,75.373566,74.930466,0.000000
08-29-2009 : 12:26:08.217 PM,10.858538,10.771011,24.684935,145.918198,5.301873,0.699999,0.283258,0.003497,290.990265,199.237289,-28.000000,654.164490,2419.626709,2131.410889,-236.878220,76.501495,75.491653,74.942101,0.000000
08-29-2009 : 12:26:08.221 PM,10.946377,10.935897,25.395504,141.794601,5.181859,0.836192,0.421140,0.000236,252.649445,197.508163,-28.000000,2705.674316,1003.825562,773.027710,-236.809601,76.778023,75.594063,75.151031,0.000000
08-29-2009 : 12:26:08.225 PM,10.704705,11.042473,24.998846,134.976120,5.122815,0.685871,0.345534,0.000016,195.191406,178.125504,-28.000000,3206.561523,981.925659,2731.988525,-236.209793,76.486671,75.501701,74.918465,0.000000
08-29-2009 : 12:26:08.229 PM,10.896534,10.705370,24.891033,140.650345,5.542626,0.971109,0.071809,0.000001,239.490601,184.633728,-28.000000,2200.116211,1323.016479,2702.654053,-236.866684,76.656349,75.643120,75.079636,0.000000
08-29-2009 : 12:26:08.233 PM,10.913447,10.697309,25.699810,140.811874,5.470047,0.882887,0.475605,0.012081,228.069763,168.518097,-28.000000,3084.859863,1097.465454,394.120819,-235.716156,76.647438,75.516472,75.049599,0.000000
08-29-2009 : 12:26:08.237 PM,11.051208,10.479747,24.466545,136.416016,5.241758,0.923349,0.206200,0.009873,186.304474,204.330368,-28.000000,2915.011475,977.704773,681.543335,-236.074554,76.621193,75.388908,74.904358,0.000000
08-29-2009 : 12:26:08.241 PM,10.349731,10.601709,24.173256,136.092926,5.154369,0.726371,0.292572,0.000665,164.939438,133.443848,-28.000000,3335.098145,4598.901367,3821.331055,-234.749832,76.513794,75.435745,74.908867,0.000000
08-29-2009 : 12:26:08.245 PM,10.649194,10.766598,24.389324,135.033981,5.291484,0.691213,0.221537,0.000045,230.788406,147.256943,-28.000000,2637.290283,1544.640381,2035.698120,-233.075775,76.498482,75.438141,74.860031,0.000000
08-29-2009 : 12:26:08.249 PM,10.478022,10.742874,24.039499,133.419647,4.693263,0.719331,0.105940,0.000003,186.212799,146.259506,-28.000000,2557.241943,459.338562,4717.649902,-234.106461,76.576370,75.416664,74.964539,0.000000
08-29-2009 : 12:26:08.253 PM,10.291850,10.431867,24.066742,132.522980,4.968762,0.465048,0.257015,0.000000,165.371445,167.732040,-28.000000,2275.039062,1098.996216,2807.804443,-233.955551,76.354431,75.513245,74.824547,0.000000
08-29-2009 : 12:26:08.257 PM,10.286456,10.187802,24.736208,132.485703,5.080804,0.748365,0.094563,0.014673,166.047806,178.835419,-28.000000,3627.499268,3277.204834,801.610474,-235.078842,76.479591,75.446815,74.922050,0.000000
08-29-2009 : 12:26:08.261 PM,10.025830,10.628214,24.240461,132.697708,4.871450,0.618644,0.141978,0.000989,182.667236,155.804672,-28.000000,2620.149902,250.190781,2862.561523,-235.048828,76.564110,75.557381,75.089882,0.000000
08-29-2009 : 12:26:08.265 PM,10.313773,10.794339,23.797363,132.928391,5.110207,0.590216,0.232035,0.000067,168.746948,155.190262,-28.000000,1024.297607,443.057068,905.983643,-232.275543,76.699821,75.553268,75.025635,0.000000
08-29-2009 : 12:26:08.269 PM,10.529426,10.459345,23.828600,131.824738,4.784164,0.729158,0.193186,0.000004,145.007538,191.951019,-28.000000,3227.924072,1353.558472,1374.026001,-230.584396,76.620979,75.496399,75.054298,0.000000
08-29-2009 : 12:26:08.273 PM,10.079235,10.421530,23.758911,135.926743,4.727811,0.447576,0.110556,0.012696,129.600189,233.194992,-28.000000,1631.446411,920.884277,2120.459229,-237.548889,76.603745,75.473007,75.083000,0.000000
08-29-2009 : 12:26:08.277 PM,10.338463,10.066714,24.207193,132.542908,4.629070,0.661415,0.117321,0.000856,150.028992,113.567955,-28.000000,304.420380,539.343933,1173.719238,-235.172226,76.658440,75.460892,75.039886,0.000000
08-29-2009 : 12:26:08.281 PM,9.980562,10.133091,23.167528,130.969269,4.622140,0.427166,0.128534,0.000058,183.165527,173.084732,-28.000000,1515.525024,1884.753296,4804.573730,-233.859360,76.607254,75.421478,75.093964,0.000000
08-29-2009 : 12:26:08.285 PM,10.118033,10.330922,23.528542,132.604019,4.497923,0.615113,0.013835,0.000004,218.620316,228.520935,-28.000000,1667.328613,187.200867,2932.975342,-236.020447,76.565491,75.431480,74.974785,0.000000
08-29-2009 : 12:26:08.289 PM,10.007580,10.216144,23.118238,128.209335,4.612631,0.503612,0.016694,0.000000,179.430984,121.140678,-28.000000,1547.377197,1955.279175,3006.729004,-236.844925,76.646828,75.554420,74.982903,0.000000
08-29-2009 : 12:26:08.293 PM,10.072888,10.230122,22.731133,129.646652,4.618070,0.460499,0.067559,0.000000,143.840866,162.236893,-28.000000,1965.836670,1484.290283,3355.280029,-232.955231,76.538544,75.497322,75.031548,0.000000
08-29-2009 : 12:26:08.297 PM,9.859931,10.143574,23.122417,124.557564,4.712850,0.542598,0.045090,0.000000,136.223450,128.093567,-28.000000,3756.179687,1470.225708,1181.272217,-236.548874,76.629990,75.454803,75.055573,0.000000
08-29-2009 : 12:26:08.301 PM,9.931094,9.802594,23.327049,128.976974,4.672617,0.391134,0.036038,0.000000,171.338135,147.592316,-28.000000,1691.088257,2731.915771,2910.150146,-233.439636,76.582169,75.502914,74.971123,0.000000
08-29-2009 : 12:26:08.305 PM,9.605577,10.025952,23.674646,129.481384,4.391001,0.580631,0.069932,0.000000,132.688309,154.546143,-28.000000,1962.168701,3813.277832,800.618713,-235.813202,76.498535,75.348244,74.911446,0.000000
08-29-2009 : 12:26:08.309 PM,9.620365,9.704595,23.848955,130.057922,4.427525,0.450191,0.058413,0.000000,162.737137,80.411583,-28.000000,1665.262085,5429.437988,2109.608643,-228.421509,76.548080,75.512840,74.977226,0.000000
08-29-2009 : 12:26:08.313 PM,9.393893,9.844742,23.403488,123.625420,4.481650,0.527526,0.051507,0.000000,167.807953,109.515366,-28.000000,2555.654053,1376.971191,765.654907,-234.232498,76.616226,75.619133,75.065552,0.000000
08-29-2009 : 12:26:08.317 PM,9.422467,10.136069,21.965908,129.004852,4.471356,0.675672,0.120646,0.000000,159.575394,142.279251,-28.000000,3204.309082,1451.514160,601.934814,-234.206497,76.625069,75.608910,75.152596,0.000000
08-29-2009 : 12:26:08.321 PM,9.981901,10.363932,22.633881,128.401718,4.581267,0.604605,0.074687,0.000000,159.183029,165.704712,-28.000000,874.945129,2196.891357,52.749039,-234.064270,76.456749,75.499329,74.950462,0.000000
08-29-2009 : 12:26:08.325 PM,9.691800,9.934545,23.609398,123.066147,4.332965,0.293303,0.139754,0.000000,151.616211,176.846130,-28.000000,344.293427,3377.286621,1348.299316,-235.371017,76.516777,75.488777,74.972336,0.000000
08-29-2009 : 12:26:08.329 PM,9.381827,9.730215,22.578161,125.100075,4.432162,0.404400,0.053076,0.000000,198.425949,163.712234,-28.000000,3105.401611,1826.169556,1608.957397,-235.240768,76.573792,75.615158,74.990364,0.000000
08-29-2009 : 12:26:08.333 PM,9.752133,9.677146,21.449238,125.043037,4.589407,0.296721,0.039948,0.000000,176.937927,160.855637,-28.000000,3359.364258,835.905029,2815.796387,-234.716797,76.566307,75.547325,75.072090,0.000000
08-29-2009 : 12:26:08.337 PM,9.936587,9.749299,21.726734,130.419525,4.605612,0.207854,0.103064,0.000000,170.780518,120.225670,-28.000000,2298.237549,3713.763916,696.439880,-235.233566,76.611328,75.502136,74.985664,0.000000
08-29-2009 : 12:26:08.341 PM,9.747145,9.550723,22.327202,129.317612,4.315456,0.423564,0.012654,0.000000,105.132950,163.204498,-28.000000,3368.297363,617.120789,2571.749268,-232.029007,76.561234,75.487473,75.129097,0.000000
08-29-2009 : 12:26:08.345 PM,9.446336,9.514378,21.579342,126.840355,4.580998,0.318879,0.076290,0.000000,164.886642,216.980026,-28.000000,2220.139648,1937.233032,363.246765,-233.456314,76.483208,75.352478,74.806419,0.000000
08-29-2009 : 12:26:08.349 PM,9.509707,9.683847,22.722363,120.119164,4.156106,0.302766,0.116989,0.000000,158.835648,153.045151,-28.000000,1004.588623,2714.526855,3346.965088,-232.276474,76.391663,75.385513,74.786194,0.000000
08-29-2009 : 12:26:08.353 PM,9.644424,9.660106,21.873737,121.374405,4.012786,0.403856,0.034070,0.000000,91.491905,129.521942,-28.000000,1154.645142,3661.044189,215.097137,-233.276154,76.571358,75.567184,75.014320,0.000000
08-29-2009 : 12:26:08.357 PM,9.647109,9.700502,22.078796,125.766594,4.109958,0.342910,0.005760,0.000000,128.393234,145.108978,-28.000000,560.453491,2212.247314,2272.666504,-233.211502,76.581322,75.493538,75.014252,0.000000
08-29-2009 : 12:26:08.361 PM,9.499227,9.333230,22.872459,120.325996,4.535091,0.185136,0.000388,0.000000,140.187241,148.848373,-28.000000,3874.758789,235.837280,1204.826782,-227.884918,76.559769,75.343445,74.912155,0.000000
08-29-2009 : 12:26:08.365 PM,9.083314,9.585570,22.872049,120.410980,3.989897,0.133671,0.016154,0.000000,127.340866,139.897720,-28.000000,2282.784180,2023.312256,2855.133057,-231.173584,76.582138,75.408409,74.993851,0.000000
08-29-2009 : 12:26:08.369 PM,9.143188,9.524641,22.555990,117.963280,4.117779,0.163462,0.026803,0.000000,102.191048,119.418556,-28.000000,3071.330078,133.918716,2786.610107,-228.741882,76.582687,75.553581,75.036392,0.000000
08-29-2009 : 12:26:08.373 PM,9.058537,9.590548,21.213089,120.757690,4.012394,0.162063,0.001807,0.000000,81.061386,111.596657,-28.000000,4051.480957,4769.501953,1033.908081,-229.902054,76.501686,75.593750,75.037781,0.000000
08-29-2009 : 12:26:08.377 PM,9.002320,9.213504,20.992199,120.792610,3.787009,0.191755,0.000122,0.000000,86.217667,102.599197,-28.000000,2341.678467,2192.210205,2595.630127,-230.533707,76.487617,75.555283,75.124565,0.000000
08-29-2009 : 12:26:08.381 PM,9.017620,9.338781,21.816078,113.432610,3.800449,0.210102,0.000008,0.000000,106.364288,184.489685,-28.000000,767.065552,1262.303345,2641.619141,-235.058533,76.518631,75.533051,75.009537,0.000000
08-29-2009 : 12:26:08.385 PM,9.036235,9.301147,21.536280,117.145683,3.799797,0.111149,0.000001,0.000000,74.336357,172.006866,-28.000000,1272.434692,2023.743164,1510.836914,-230.407394,76.588737,75.574600,75.053680,0.000000
08-29-2009 : 12:26:08.389 PM,9.165995,9.319746,21.280722,116.437607,4.091352,0.264833,0.000000,0.000000,183.312683,179.173874,-28.000000,1808.842407,315.170288,2061.842529,-228.646744,76.518318,75.519493,74.988297,0.000000
08-29-2009 : 12:26:08.393 PM,9.207464,9.086854,21.252924,113.438271,3.963027,0.175869,0.000000,0.000000,106.690468,184.298553,-28.000000,3121.912354,1532.905884,342.141479,-231.536560,76.514175,75.496521,74.972122,0.000000
08-29-2009 : 12:26:08.397 PM,9.130879,9.385777,21.555809,119.216194,3.634913,0.137927,0.000000,0.000000,125.035728,154.229141,-28.000000,4744.502441,721.078369,2328.352051,-231.264542,76.449181,75.396820,74.869324,0.000000
08-29-2009 : 12:26:08.401 PM,8.537465,9.194262,20.471994,114.757408,4.062028,0.130577,0.008177,0.000000,103.875092,109.412109,-28.000000,1523.046387,2475.474121,1734.354492,-229.131241,76.693474,75.516182,74.995956,0.000000
08-29-2009 : 12:26:08.405 PM,8.826102,8.912255,20.504135,110.452332,4.062926,0.274908,0.007452,0.000000,145.463547,121.846870,-28.000000,437.845459,1627.698486,1736.621582,-230.502274,76.505775,75.462288,75.020737,0.000000
08-29-2009 : 12:26:08.409 PM,8.989667,9.449111,21.468887,108.417130,3.619282,0.263359,0.000771,0.000000,151.868454,162.420807,-28.000000,557.426880,3055.586182,3061.585205,-228.561096,76.431000,75.344986,74.889519,0.000000
08-29-2009 : 12:26:08.413 PM,8.867728,9.279622,20.973085,113.869858,4.094565,0.138701,0.000885,0.000000,186.201675,79.128036,-28.000000,1883.923218,2122.449951,4521.623047,-232.246002,76.631073,75.550079,75.061089,0.000000
08-29-2009 : 12:26:08.417 PM,8.838401,9.045604,20.697632,118.026131,3.431490,0.050316,0.000060,0.000000,116.965935,75.902405,-28.000000,3980.544922,1319.263062,1641.220093,-229.875992,76.573822,75.514549,74.967659,0.000000
08-29-2009 : 12:26:08.421 PM,8.799197,9.146011,20.108492,114.876198,3.894891,0.030837,0.000004,0.000000,101.646179,111.374886,-28.000000,732.477356,4041.355225,91.468231,-232.525665,76.522957,75.501060,75.008614,0.000000
08-29-2009 : 12:26:08.425 PM,8.774507,8.968260,21.519342,118.361969,3.780399,0.225648,0.003159,0.000000,101.184441,188.662537,-28.000000,1466.034302,336.749115,1879.401733,-229.866608,76.679619,75.603699,75.103882,0.000000
08-29-2009 : 12:26:08.429 PM,8.291371,9.300730,20.929070,111.686890,3.925645,0.129950,0.000213,0.000000,118.407333,134.922211,-28.000000,2368.322021,1465.149414,824.921326,-227.460510,76.616287,75.532166,75.102531,0.000000
08-29-2009 : 12:26:08.433 PM,8.450303,9.024852,21.110600,112.543571,3.497782,0.192316,0.000014,0.000000,40.169582,148.768341,-28.000000,1038.775146,385.080750,2000.888916,-228.781128,76.517616,75.432480,74.928833,0.000000
08-29-2009 : 12:26:08.437 PM,8.499902,9.171733,20.224962,109.147583,3.429080,0.012962,0.000001,0.000000,65.614204,126.206657,-28.000000,1483.006836,3563.480225,1397.265015,-228.935135,76.524765,75.447777,75.055649,0.000000
08-29-2009 : 12:26:08.441 PM,8.551704,8.844440,19.828423,112.397804,3.902183,0.010968,0.000000,0.000000,54.374798,145.021561,-28.000000,652.972412,852.892029,1862.364380,-227.566208,76.665802,75.530937,75.020668,0.000000
08-29-2009 : 12:26:08.445 PM,8.769649,8.973424,19.586353,113.537056,3.962548,0.100517,0.000000,0.000000,104.687378,74.657486,-28.000000,2662.523926,3412.281006,944.022217,-223.934372,76.517075,75.608047,75.051079,0.000000
08-29-2009 : 12:26:08.449 PM,8.441879,9.153100,20.386280,111.082237,3.717489,0.032508,0.000000,0.000000,95.565994,147.458176,-28.000000,4295.924805,239.874374,26.252771,-226.467804,76.620811,75.523140,75.013504,0.000000
08-29-2009 : 12:26:08.453 PM,8.369466,8.645104,19.284613,112.969452,3.111193,0.029383,0.000000,0.000000,95.996925,86.496826,-28.000000,2647.885742,1686.787231,468.554657,-226.398148,76.683556,75.567184,75.126984,0.000000
08-29-2009 : 12:26:08.457 PM,8.357995,9.097081,19.092781,107.977905,3.193578,0.090604,0.000000,0.000000,84.512512,57.419407,-28.000000,567.002014,2589.196289,2779.278809,-224.261688,76.550781,75.515366,74.910225,0.000000
08-29-2009 : 12:26:08.461 PM,7.938275,8.971589,20.213230,112.112907,3.541238,0.012640,0.000000,0.000000,85.469749,158.065811,-28.000000,1720.733765,3939.504639,1419.736572,-228.906418,76.732521,75.595551,74.988213,0.000000
08-29-2009 : 12:26:08.465 PM,7.924235,8.737908,19.621046,112.199608,3.456634,0.012630,0.000000,0.000000,124.344307,92.058502,-28.000000,2960.704834,6040.828613,750.196533,-224.641083,76.469955,75.509171,74.942863,0.000000
08-29-2009 : 12:26:08.469 PM,8.568432,8.299690,20.121731,107.392830,3.558156,0.015354,0.000000,0.000000,36.946926,129.445648,-28.000000,2320.711914,2525.918945,3777.898682,-227.498978,76.438560,75.650536,74.993477,0.000000
08-29-2009 : 12:26:08.473 PM,8.030234,8.717867,19.834688,108.974335,3.601758,0.025009,0.000000,0.000000,117.021126,76.639030,-28.000000,3326.834961,951.425537,1540.311157,-225.809982,76.512718,75.533569,74.938354,0.000000
08-29-2009 : 12:26:08.477 PM,8.038038,8.443516,19.662502,109.395584,3.669063,0.040265,0.000000,0.000000,107.313232,37.312450,-28.000000,2895.755859,578.068420,1924.018555,-225.648331,76.553154,75.517326,75.024101,0.000000
08-29-2009 : 12:26:08.481 PM,8.157223,8.257137,20.083422,105.558418,2.987353,0.010843,0.000000,0.000000,87.475327,80.866989,-28.000000,1779.458984,794.655884,556.115479,-225.531097,76.695686,75.675491,75.196655,0.000000
08-29-2009 : 12:26:08.485 PM,8.486390,8.670006,19.200510,107.528770,3.633309,0.017425,0.000000,0.000000,105.213509,160.380798,-28.000000,2788.965576,2604.130615,2781.253418,-228.609940,76.480515,75.366486,75.012657,0.000000
08-29-2009 : 12:26:08.489 PM,8.359371,8.202369,19.509844,109.669685,3.087778,0.033115,0.000000,0.000000,82.426865,78.116211,-28.000000,4347.613770,4550.217285,2431.815430,-226.719864,76.441757,75.475273,75.033600,0.000000
08-29-2009 : 12:26:08.493 PM,8.064917,8.751387,18.830885,107.594833,3.211050,0.006398,0.000000,0.000000,65.528694,89.395035,-28.000000,511.558685,841.139221,126.530884,-223.613983,76.556084,75.387924,75.020668,0.000000
08-29-2009 : 12:26:08.497 PM,8.244848,8.568314,18.166351,109.683281,3.479716,0.059690,0.000000,0.000000,10.288321,124.041992,-28.000000,2398.898926,3195.296387,2693.337158,-227.228561,76.514114,75.649010,74.994583,0.000000
08-29-2009 : 12:26:08.501 PM,7.891633,8.583091,18.259487,106.839737,3.278908,0.004023,0.000000,0.000000,44.142639,136.041321,-28.000000,2049.217773,2346.272705,1533.055420,-224.251678,76.419426,75.455017,74.831299,0.000000
08-29-2009 : 12:26:08.505 PM,7.613156,8.421180,18.665274,108.008224,3.218287,0.061794,0.000000,0.000000,59.142994,113.638176,-28.000000,3075.017090,410.405396,1329.638550,-226.251053,76.460640,75.505676,75.013084,0.000000
08-29-2009 : 12:26:08.509 PM,7.918175,8.111490,18.997702,104.379356,2.989448,0.066554,0.000000,0.000000,86.783722,36.327271,-28.000000,1587.571167,4139.237305,1640.528809,-221.969635,76.313698,75.440346,74.980354,0.000000
08-29-2009 : 12:26:08.513 PM,7.875381,8.406827,19.239519,102.995857,3.183559,0.004486,0.000000,0.000000,45.629482,154.707458,-28.000000,3391.710205,3036.590576,3742.713135,-226.713593,76.371536,75.463287,74.892746,0.000000
08-29-2009 : 12:26:08.517 PM,7.488197,8.081174,18.953020,102.797531,3.283058,0.000302,0.000000,0.000000,67.849304,87.717331,-28.000000,750.982422,1208.456665,1642.069336,-226.632416,76.452202,75.450333,74.998489,0.000000
08-29-2009 : 12:26:08.521 PM,7.881279,8.296920,18.860620,104.399521,2.883932,0.028855,0.000000,0.000000,127.757553,42.010098,-28.000000,13.021691,212.103806,1057.495117,-222.733109,76.649811,75.603828,75.113960,0.000000
08-29-2009 : 12:26:08.525 PM,7.657390,8.181914,17.976925,105.701378,2.633370,0.001945,0.000000,0.000000,49.079582,90.992470,-28.000000,-27.268385,406.794556,2523.403809,-223.343979,76.475212,75.497757,74.940826,0.000000
08-29-2009 : 12:26:08.529 PM,7.683936,8.493773,18.403063,103.911522,3.375734,0.000131,0.000000,0.000000,57.812412,40.656868,-28.000000,2305.781250,3674.327393,132.703979,-224.733383,76.625946,75.481018,75.014359,0.000000
08-29-2009 : 12:26:08.533 PM,7.864273,8.222919,19.168123,103.877144,2.737265,0.000009,0.000000,0.000000,107.629669,96.555626,-28.000000,438.206055,1061.168213,1670.094971,-218.987717,76.476799,75.479286,75.011864,0.000000
08-29-2009 : 12:26:08.537 PM,7.028398,8.200988,18.262556,97.206505,3.085785,0.000001,0.000000,0.000000,50.500179,111.809898,-28.000000,3543.995117,1893.336304,1284.549194,-222.070374,76.546196,75.345917,75.024803,0.000000
08-29-2009 : 12:26:08.541 PM,7.405715,7.992063,17.552826,102.587730,2.903891,0.000000,0.000000,0.000000,83.371124,59.401787,-28.000000,2937.424805,680.557373,216.498093,-225.549805,76.530693,75.550850,75.099617,0.000000
08-29-2009 : 12:26:08.545 PM,7.451805,7.808584,17.879465,104.021385,3.167627,0.000000,0.000000,0.000000,56.244217,65.036491,-28.000000,1387.056763,1563.982544,3125.041992,-224.983475,76.582993,75.636070,75.239098,0.000000
08-29-2009 : 12:26:08.549 PM,7.174860,7.966593,18.839008,105.435570,2.890283,0.000000,0.000000,0.000000,53.648933,97.047356,-28.000000,936.790222,1260.973633,826.139771,-221.394440,76.543335,75.599129,75.060127,0.000000
08-29-2009 : 12:26:08.553 PM,7.141466,7.767139,18.243233,99.223610,2.716004,0.000000,0.000000,0.000000,35.973225,34.392666,-28.000000,2007.101807,1589.751343,1218.283203,-223.179367,76.641235,75.649834,75.169815,0.000000
08-29-2009 : 12:26:08.557 PM,7.172828,8.112432,17.838469,105.159470,3.123339,0.000000,0.000000,0.000000,18.175814,131.019562,-28.000000,1347.537476,4595.670410,1971.479858,-220.177673,76.438934,75.447533,74.966187,0.000000
08-29-2009 : 12:26:08.561 PM,7.199126,8.021365,17.539484,97.205849,2.970365,0.000000,0.000000,0.000000,39.874058,173.782166,-28.000000,2943.458252,3404.459473,966.987671,-219.802628,76.495773,75.624886,75.176186,0.000000
